date,debt,color,stocks,restaurant,portfolio,inflation,housing,dow jones,revenue,economics,credit,markets,return,unemployment,money,religion,cancer,growth,investment,hedge,marriage,bonds,derivatives,headlines,profit,society,leverage,loss,cash,office,fine,stock,market,banking,crisis,happy,car,nasdaq,gains,finance,sell,invest,fed,house,metals,travel,returns,gain,default,present,holiday,water,rich,risk,gold,success,oil,war,economy,DOW JONES,chance,short,lifestyle,greed,food,financial,movie,nyse,ore,BUY AND HOLD,opportunity,health,selling,earnings,arts,culture,bubble,buy,trader,rare,earths,tourism,politics,energy,consume,consumption,freedom,dividend,world,conflict,kitchen,forex,home,crash,transaction,garden,fond,train,labor,fun,environment,ring
2015-12-06,1,7,1,8,0,0,2,0,1,1,16,0,3,1,7,2,4,1,1,0,2,1,0,0,1,3,0,2,3,14,1,6,7,2,1,7,17,0,0,3,2,0,1,17,0,4,1,1,1,1,7,12,1,1,7,1,8,7,1,0,1,5,0,0,13,3,28,0,0,0,0,11,1,0,2,1,1,17,1,1,0,0,1,5,0,0,1,0,16,1,4,0,26,1,0,4,0,4,2,3,1,4
2015-12-13,1,7,1,8,0,0,2,1,1,1,16,0,3,1,7,1,4,1,1,0,1,1,0,0,1,2,0,2,3,15,1,6,7,2,1,7,18,0,0,3,3,0,1,18,0,4,1,1,1,1,8,12,1,1,7,1,8,7,1,1,1,5,0,0,14,3,33,0,0,0,0,11,1,0,2,1,1,19,1,1,0,0,1,5,0,0,1,0,16,0,4,0,25,1,0,5,0,4,2,3,1,4
2015-12-20,1,6,1,9,0,0,1,0,0,0,15,0,3,1,7,1,4,1,1,0,1,0,0,0,0,2,0,2,3,13,1,5,8,2,0,8,18,0,0,2,3,0,1,18,0,4,1,1,1,1,12,11,1,1,7,1,8,5,0,0,1,6,0,0,15,2,44,0,0,0,0,7,1,0,1,1,1,23,1,1,0,0,0,3,0,0,1,0,15,0,4,0,26,2,0,5,0,5,1,3,0,4
2015-12-27,1,7,1,11,0,0,2,0,0,0,17,0,3,2,7,1,4,1,1,0,2,0,0,0,0,2,0,3,3,13,1,5,7,2,0,14,19,0,0,2,3,0,1,20,0,4,1,1,1,0,6,13,1,1,7,1,9,5,0,0,1,6,0,0,15,3,45,0,0,0,0,8,1,0,1,1,1,18,1,1,0,0,0,3,0,0,1,0,16,0,5,0,30,1,0,6,0,4,1,3,0,4
2016-01-03,1,7,1,10,0,0,2,1,1,0,17,0,3,2,8,1,4,1,1,0,2,1,0,0,1,2,0,3,3,15,1,8,7,2,0,6,19,0,0,3,3,0,1,19,0,4,1,1,1,1,3,13,1,1,7,1,9,6,1,1,1,6,0,0,15,4,32,0,0,0,0,11,1,0,2,1,1,16,1,1,0,0,0,4,0,0,1,0,15,0,4,0,28,1,0,5,0,4,2,3,0,3
2016-01-10,1,7,1,10,0,0,2,1,1,1,15,0,3,2,8,1,6,1,1,0,2,1,0,0,1,2,0,3,4,14,1,8,7,2,1,6,20,0,0,3,3,0,1,19,0,4,1,1,1,1,2,13,1,1,6,1,10,6,1,1,1,5,0,0,14,3,30,0,0,0,0,11,1,0,2,1,1,15,1,1,0,0,1,5,0,0,1,0,15,0,4,0,26,2,0,5,0,3,2,3,1,3
2016-01-17,1,7,1,10,0,0,2,1,1,1,16,1,3,2,8,1,5,1,1,0,2,1,0,0,1,2,0,3,3,14,1,8,7,2,1,6,19,0,0,3,3,0,1,19,0,4,1,1,1,1,3,15,1,1,6,1,10,6,1,1,1,5,0,0,14,3,32,0,0,0,0,11,1,0,2,1,1,13,1,1,0,0,1,5,0,0,1,0,15,0,4,0,27,2,0,5,0,4,2,3,1,4
2016-01-24,1,7,1,10,0,0,2,1,1,1,16,0,4,2,8,1,4,1,1,0,2,1,0,0,1,2,0,3,3,14,1,8,7,2,1,6,20,0,0,3,2,0,1,18,0,4,1,1,1,1,2,14,1,1,7,1,10,6,1,1,1,5,0,0,14,4,29,0,0,0,0,12,1,1,2,1,1,13,1,1,0,0,1,5,0,0,1,0,15,0,4,0,26,1,0,5,0,4,2,3,1,4
2016-01-31,1,7,1,10,0,0,2,1,1,1,16,0,5,2,8,1,5,1,1,0,2,1,0,0,1,3,0,3,3,14,3,8,7,2,1,6,19,0,0,3,2,0,1,18,0,4,1,1,1,1,2,14,1,1,6,1,10,7,1,1,1,5,0,0,15,4,28,0,0,0,0,11,1,1,2,1,1,13,1,1,0,0,1,5,0,0,1,0,15,0,4,0,26,2,0,5,0,4,2,3,1,4
2016-02-07,1,7,1,11,0,0,2,1,1,1,16,0,4,2,7,1,4,1,1,0,2,1,0,0,1,2,0,3,3,13,1,8,7,2,1,7,21,0,0,3,2,0,1,19,0,4,1,1,1,1,3,14,1,1,7,1,10,7,1,1,1,5,0,0,15,4,30,0,0,0,0,11,1,0,2,1,1,14,1,1,0,0,1,5,0,0,1,0,16,0,4,0,25,1,0,5,0,3,2,3,1,4
2016-02-14,2,7,1,11,0,0,2,1,1,1,16,0,4,2,7,1,5,1,1,0,2,1,0,0,1,2,0,3,3,14,1,7,7,2,1,9,22,0,0,3,2,0,1,20,0,4,1,1,1,1,3,14,1,1,7,1,10,6,1,1,1,5,0,0,15,3,32,0,0,0,0,11,1,0,2,1,1,14,1,1,0,0,1,5,0,0,2,0,15,0,5,0,26,2,0,6,0,4,2,3,1,4
2016-02-21,1,7,1,10,0,0,2,1,1,1,16,0,3,1,7,1,5,1,1,0,2,1,0,0,1,3,0,3,3,14,1,7,7,2,1,6,21,0,0,3,3,0,1,23,0,4,1,1,1,1,2,14,1,1,7,1,9,7,1,1,1,5,0,0,15,3,27,0,0,0,0,11,1,0,2,1,1,13,1,1,0,0,1,5,0,0,1,0,16,0,5,0,26,2,0,6,0,3,2,3,1,3
2016-02-28,1,7,1,10,0,0,2,1,1,1,16,0,3,1,7,1,5,1,1,0,2,1,0,0,1,2,0,3,3,13,1,7,7,2,1,6,21,0,0,3,2,0,1,25,0,4,1,1,1,1,2,14,1,1,7,1,9,7,1,1,1,5,0,0,15,4,27,0,0,0,0,11,1,0,2,1,1,13,1,1,0,0,1,5,0,0,1,0,15,0,4,0,26,2,0,6,0,3,2,3,1,3
2016-03-06,1,7,1,10,0,0,2,1,1,1,16,0,3,1,7,1,4,1,1,0,2,1,0,0,1,2,0,3,3,13,1,7,7,2,1,6,21,0,0,2,2,0,1,22,0,4,1,1,1,1,2,14,1,1,7,1,9,8,1,1,1,5,0,0,15,3,25,0,0,0,0,10,1,0,2,1,1,13,1,1,0,0,1,5,0,0,1,0,15,0,4,0,26,1,0,6,0,4,2,3,1,3
2016-03-13,1,7,1,10,0,0,2,1,1,0,15,0,3,1,7,1,4,1,1,0,2,1,0,0,1,2,0,3,3,13,1,7,7,2,1,7,21,0,0,2,2,0,1,21,0,4,1,1,1,1,3,14,1,1,7,1,9,7,1,1,1,5,0,0,15,3,27,0,0,0,0,10,1,0,2,1,1,13,1,1,0,0,1,5,0,0,1,0,16,0,4,0,26,2,0,6,0,4,2,3,1,3
2016-03-20,1,7,1,10,0,0,2,1,1,0,16,0,3,1,7,1,4,1,1,0,2,1,0,0,1,2,0,3,3,14,1,7,8,2,1,7,21,0,0,2,3,0,1,20,0,4,1,1,1,1,3,14,1,1,6,1,9,7,1,1,1,5,0,0,15,3,29,0,0,0,0,10,1,0,2,1,1,13,1,1,0,0,1,4,0,0,1,0,16,0,5,0,27,2,0,6,0,4,2,3,1,3
2016-03-27,1,7,1,10,0,0,2,1,1,0,16,0,3,1,7,1,4,1,1,0,2,1,0,0,1,2,0,3,3,14,1,7,7,2,1,8,21,0,0,3,3,0,1,21,0,4,1,1,1,1,3,15,1,1,6,1,9,7,1,1,1,5,0,0,16,3,29,0,0,0,0,11,1,0,2,1,1,13,2,1,0,0,1,4,0,0,1,0,16,0,4,0,28,2,0,7,0,4,2,4,1,3
2016-04-03,1,7,1,10,0,0,2,1,1,1,16,0,3,1,7,1,4,1,1,0,2,1,0,0,1,2,0,3,3,14,1,7,7,2,1,6,21,0,0,3,3,0,1,20,0,4,1,1,1,1,2,15,1,1,6,1,9,7,1,1,1,5,0,0,15,3,26,0,0,0,0,11,1,0,2,1,1,13,1,1,0,0,1,5,0,0,1,0,16,0,5,0,28,2,0,6,0,4,2,3,1,3
2016-04-10,1,7,1,10,0,0,2,1,1,1,16,0,4,1,7,1,5,1,1,0,2,1,0,0,1,2,0,3,3,14,1,7,8,2,1,6,20,0,0,3,2,0,1,19,0,4,1,1,1,1,2,15,1,1,7,1,9,9,1,1,1,5,0,0,15,4,27,0,0,0,0,11,1,0,2,1,1,13,1,1,0,0,1,5,0,0,1,0,15,0,4,0,29,2,0,7,0,4,2,3,1,3
2016-04-17,1,7,1,10,0,0,2,1,1,1,16,0,3,1,7,1,4,1,1,0,2,1,0,0,1,2,0,3,3,13,1,7,7,2,1,6,21,0,0,3,3,0,1,20,0,4,1,1,1,1,2,15,1,1,6,1,9,9,1,1,1,5,0,0,15,3,26,0,0,0,0,10,1,1,2,1,1,13,1,1,0,0,1,5,0,0,1,0,15,0,4,0,27,2,0,7,0,4,2,3,1,4
2016-04-24,1,7,1,10,0,0,2,1,1,1,16,0,3,1,7,1,4,1,1,0,2,1,0,0,1,2,0,3,3,13,1,8,7,2,1,6,21,0,0,3,3,0,1,20,0,4,1,1,1,1,2,15,1,1,6,1,9,9,1,1,1,5,0,0,15,3,26,0,0,0,0,10,1,1,2,1,1,13,1,1,0,0,1,5,0,0,1,0,16,1,4,0,28,2,0,7,0,4,2,3,1,3
2016-05-01,1,7,1,11,0,0,2,1,1,1,16,0,2,1,7,1,4,1,1,0,2,1,0,0,1,2,0,3,3,13,1,7,8,2,1,7,21,0,0,2,2,0,1,20,0,4,1,1,1,1,2,15,1,1,6,1,9,14,1,1,1,5,0,0,16,3,27,0,0,0,0,10,1,0,2,1,1,13,1,1,0,0,1,4,0,0,1,0,15,1,4,0,27,2,0,7,0,4,2,3,1,3
2016-05-08,1,7,1,11,0,0,2,1,1,1,16,0,2,1,8,1,4,1,1,0,2,1,0,0,1,2,0,3,3,14,1,7,7,2,1,12,21,0,0,2,3,0,1,20,0,4,1,1,1,1,2,15,1,1,6,1,9,13,1,1,2,5,0,0,16,3,28,0,0,0,0,10,1,0,2,1,1,13,1,1,0,0,1,4,0,0,1,0,16,0,4,0,28,2,0,7,0,4,2,3,1,3
2016-05-15,1,7,1,10,0,0,2,1,1,0,16,0,2,1,8,1,4,1,1,0,2,1,0,0,1,2,0,3,3,14,1,7,8,2,1,6,22,0,0,2,3,0,1,21,0,4,1,1,1,1,2,15,1,1,6,1,9,10,1,1,2,5,0,0,16,3,28,0,0,0,0,10,1,0,2,1,1,13,1,1,0,0,1,4,0,0,1,0,16,0,4,0,28,2,0,7,0,4,2,4,1,3
2016-05-22,1,7,1,10,0,0,2,1,1,0,16,0,2,1,8,1,4,1,1,0,2,1,0,0,0,2,0,3,3,13,1,7,8,2,1,6,22,0,0,2,3,0,1,20,0,4,1,1,1,1,3,16,1,1,6,1,9,8,1,1,1,5,0,0,16,3,28,0,0,0,0,10,1,0,2,1,1,13,1,1,0,0,1,4,0,0,1,0,15,0,4,0,29,2,0,7,0,4,2,4,1,3
2016-05-29,1,7,1,11,0,0,2,0,1,0,16,0,2,1,8,1,4,1,1,0,2,1,0,0,0,2,0,3,3,12,1,6,8,2,0,6,22,0,0,2,3,0,1,20,0,4,0,1,1,1,3,18,1,1,6,1,9,7,1,0,1,5,0,0,15,3,31,0,0,0,0,9,1,0,2,1,1,14,1,1,0,0,1,4,0,0,1,0,16,0,4,0,30,2,0,7,0,4,2,4,0,3
2016-06-05,1,7,1,11,0,0,2,1,1,0,16,0,2,1,7,1,4,1,1,0,2,1,0,0,1,2,0,3,3,13,1,6,8,2,1,6,22,0,0,3,3,0,1,20,0,4,0,1,1,1,3,17,1,1,6,1,9,6,1,1,1,5,0,0,15,3,29,0,0,0,0,10,1,0,2,1,1,13,1,1,0,0,1,4,0,0,1,0,16,0,4,0,28,2,0,7,0,4,2,4,1,3
2016-06-12,1,7,1,11,0,0,2,1,1,0,16,0,2,1,7,1,4,1,1,0,2,0,0,0,0,2,0,3,3,13,1,7,8,2,1,7,22,0,0,2,3,0,1,20,0,4,0,1,1,1,3,17,1,1,6,1,9,5,1,1,1,5,0,0,15,3,30,0,0,0,0,10,1,0,2,1,1,14,1,1,0,0,1,3,0,0,1,0,16,0,4,0,28,2,0,6,0,4,2,4,1,3
2016-06-19,1,7,1,11,0,0,2,1,1,0,16,1,2,1,8,1,4,1,1,0,2,1,0,0,1,2,0,3,3,13,1,8,9,2,0,9,23,0,0,3,3,0,1,20,0,4,0,1,1,0,3,18,1,1,7,1,9,5,1,1,1,5,0,0,15,3,30,0,0,0,0,10,1,0,2,1,1,14,1,1,0,0,1,4,0,0,1,0,17,0,4,0,28,2,0,6,0,4,2,3,0,3
2016-06-26,1,6,1,11,0,0,2,1,1,0,17,1,2,1,7,1,4,1,1,0,2,1,0,0,1,2,0,3,3,13,1,8,9,2,0,6,23,0,0,3,3,0,1,21,0,5,0,1,1,0,3,18,1,1,7,1,9,4,1,1,1,5,0,0,16,3,30,0,0,0,0,10,1,0,2,1,1,14,1,1,0,0,1,3,0,0,2,0,17,0,4,0,29,2,0,6,0,4,2,4,0,3
2016-07-03,1,6,1,11,0,0,2,1,1,0,16,0,2,1,7,1,4,1,1,0,2,0,0,0,0,2,0,3,3,12,1,6,8,2,0,7,23,0,0,2,3,0,1,20,0,4,0,1,1,0,3,17,1,1,7,0,8,5,0,1,1,4,0,0,16,3,33,0,0,0,0,9,1,0,2,1,1,14,2,1,0,0,1,3,0,0,2,0,15,0,4,0,29,2,0,6,0,4,2,4,0,3
2016-07-10,1,6,1,11,0,0,2,1,1,0,16,0,2,1,7,1,4,1,1,0,2,0,0,0,0,2,0,3,3,13,1,8,8,2,0,6,23,0,0,2,3,0,1,20,0,4,0,1,1,0,3,17,2,1,7,1,8,4,0,1,1,5,0,0,16,3,29,0,0,0,0,10,1,0,2,1,1,14,1,2,0,0,1,3,0,0,1,0,14,0,4,0,29,2,0,6,0,4,2,3,0,3
2016-07-17,1,6,1,11,0,0,2,1,1,0,16,0,2,1,7,1,4,1,1,0,2,1,0,0,1,2,0,3,3,14,1,8,8,2,0,6,23,0,0,2,3,0,1,20,0,4,1,1,1,0,3,18,1,1,7,1,8,4,1,1,1,5,0,0,16,3,29,0,0,0,0,10,1,1,2,1,1,14,1,2,0,0,1,4,0,0,1,0,14,0,4,0,28,2,0,6,0,4,2,3,0,3
2016-07-24,1,6,1,12,0,0,2,1,1,0,16,0,2,1,7,1,4,1,1,0,2,0,0,0,0,2,0,3,4,14,1,7,7,2,0,6,23,0,0,2,3,0,1,21,0,4,1,1,1,0,3,18,1,1,7,1,9,5,1,1,1,5,0,0,15,3,31,0,0,0,0,10,1,1,2,1,1,14,1,1,0,0,1,3,0,0,1,0,14,0,4,0,28,2,0,6,0,4,2,3,0,3
2016-07-31,1,6,1,11,0,0,2,1,1,0,17,0,2,1,7,1,4,1,1,0,2,0,0,0,1,2,0,3,3,15,1,7,8,2,0,6,22,0,0,2,3,0,1,20,0,4,1,1,1,0,3,17,1,1,8,1,9,5,0,1,1,4,0,0,15,4,29,0,0,0,0,10,1,0,2,1,1,14,1,1,0,0,1,4,0,0,1,0,14,0,4,0,27,2,0,6,0,4,2,3,0,3
2016-08-07,1,6,1,11,0,0,2,0,1,0,16,0,2,1,7,1,4,1,1,0,1,1,0,0,0,2,0,3,3,14,1,7,7,2,0,6,21,0,0,2,2,0,1,18,0,4,0,1,1,0,2,18,2,1,11,1,8,4,0,1,1,5,0,0,14,4,27,0,0,0,0,10,1,0,2,1,1,13,1,1,0,0,1,3,0,0,1,0,14,0,4,0,26,3,0,5,0,4,2,3,0,3
2016-08-14,1,6,1,11,0,0,2,0,1,0,16,0,2,1,7,1,4,1,1,0,1,0,0,0,1,2,0,3,3,14,1,6,7,2,0,6,20,0,0,2,2,0,1,18,0,4,0,1,1,0,2,17,1,1,10,1,8,5,1,0,1,4,0,0,14,4,26,0,0,0,0,10,1,0,2,1,1,14,1,1,0,0,1,3,0,0,1,0,15,0,4,0,26,2,0,5,0,4,3,3,0,3
2016-08-21,1,6,1,10,0,0,2,0,1,0,16,0,2,1,7,1,4,1,1,0,1,1,0,0,1,2,0,3,3,15,1,6,7,2,0,6,21,0,0,2,3,1,1,18,0,4,0,1,1,0,2,15,1,1,8,1,8,6,1,0,1,4,0,0,15,4,26,0,0,0,0,11,1,0,2,1,1,14,1,1,0,0,1,3,0,0,1,0,15,0,4,0,26,1,0,5,0,4,4,3,0,3
2016-08-28,1,7,1,10,0,0,2,0,1,1,16,0,2,1,7,1,4,1,1,0,1,1,0,0,1,2,0,3,3,15,1,6,7,2,0,6,22,0,0,2,3,0,1,18,0,4,0,1,1,1,3,16,1,1,7,1,8,6,1,0,1,5,0,0,15,3,25,0,0,0,0,10,1,0,2,1,1,14,1,1,0,0,1,4,0,0,1,0,15,0,4,0,26,2,0,5,0,4,7,3,1,3
2016-09-04,1,7,1,10,0,0,2,0,1,1,15,0,2,1,7,1,4,1,1,0,1,1,0,0,1,2,0,3,3,13,1,6,7,2,0,6,21,0,0,2,3,0,1,19,0,4,0,1,1,1,3,15,1,1,7,1,8,6,1,0,1,4,0,0,16,3,26,0,0,0,0,10,1,0,2,1,1,14,1,1,0,0,1,4,0,0,1,0,15,0,4,0,26,2,0,5,0,4,10,3,1,3
2016-09-11,1,8,1,9,0,0,2,1,1,1,15,0,2,1,7,1,4,1,1,0,2,1,0,0,1,2,0,3,3,13,1,7,7,2,1,6,21,0,0,2,2,0,1,18,0,4,0,1,1,1,3,14,1,1,7,1,8,6,1,1,1,5,0,0,15,3,24,0,0,0,0,11,1,0,2,1,1,13,1,1,0,0,1,4,0,0,1,0,15,0,4,0,26,2,0,5,0,4,2,3,1,3
2016-09-18,1,7,1,10,0,0,2,0,1,1,15,0,3,1,7,1,5,1,1,0,2,1,0,0,1,2,0,3,3,13,1,6,7,2,1,6,20,0,0,2,2,0,1,18,0,4,0,1,1,1,2,15,1,1,6,1,8,6,1,0,1,5,0,0,15,3,24,0,0,0,0,10,1,0,2,1,1,13,1,1,0,0,1,4,0,0,1,0,15,1,4,0,26,2,0,5,0,4,2,3,1,3
2016-09-25,1,7,1,9,0,0,2,0,1,1,15,0,3,1,7,1,5,1,1,0,2,1,0,0,1,2,0,3,3,13,1,6,7,2,1,6,20,0,0,2,2,0,1,18,0,4,1,1,1,1,3,14,1,1,7,1,8,6,1,0,1,4,0,0,16,3,24,0,0,0,0,10,1,0,2,1,1,13,1,1,0,0,1,5,0,0,1,0,14,1,4,0,27,3,0,5,0,6,2,3,1,3
2016-10-02,1,7,1,9,0,0,2,0,1,1,16,0,3,1,7,1,5,1,1,0,2,1,0,0,1,2,0,3,3,13,1,6,7,2,1,6,20,0,0,2,2,0,1,19,0,4,1,1,1,1,3,14,1,1,7,1,8,6,1,0,1,4,0,0,15,3,25,0,0,0,0,10,1,0,2,1,1,13,1,1,0,0,1,5,0,0,1,0,15,0,4,0,26,1,0,5,0,6,2,3,1,3
2016-10-09,1,7,1,9,0,0,2,0,1,1,15,0,3,1,7,1,5,1,1,0,2,1,0,0,1,2,0,3,3,14,1,7,7,2,1,6,20,0,0,2,2,0,1,20,0,3,0,1,1,1,4,14,1,1,7,1,9,7,1,0,1,4,0,0,15,3,25,0,0,0,0,10,1,0,2,1,1,13,1,1,0,0,1,5,0,0,1,0,15,0,4,0,26,2,0,5,0,5,2,3,1,3
2016-10-16,1,7,1,10,0,0,2,0,1,1,15,0,3,1,7,1,5,1,1,0,2,1,0,0,1,2,0,3,3,13,1,6,7,2,1,6,19,0,0,2,2,0,1,20,0,4,0,1,1,1,3,13,1,1,7,1,8,7,1,0,1,5,0,0,16,3,25,0,0,0,0,10,1,0,2,1,1,13,1,1,0,0,1,5,0,0,1,0,16,0,4,0,26,1,0,5,0,5,2,3,1,3
2016-10-23,1,7,1,9,0,0,2,0,1,1,15,0,3,1,7,1,5,1,1,0,2,1,0,0,1,2,0,3,3,14,1,7,7,2,1,6,20,0,0,2,3,0,1,20,0,3,1,1,1,1,3,13,1,1,7,1,8,6,1,0,1,5,0,0,16,3,25,0,0,0,0,11,1,1,2,1,1,13,1,1,0,0,1,5,0,0,1,0,31,1,4,0,25,2,0,5,0,5,2,3,1,3
2016-10-30,1,7,1,9,0,0,2,0,1,1,15,0,3,1,7,1,5,1,1,0,1,1,0,0,1,2,0,3,3,13,1,6,7,2,1,7,19,0,0,2,3,0,1,19,0,3,0,1,1,1,4,13,1,1,6,1,8,6,1,0,1,4,0,0,15,3,26,0,0,0,0,11,1,0,2,1,1,13,1,1,0,0,2,5,0,0,1,0,47,0,4,0,26,1,0,5,0,4,2,3,1,3
2016-11-06,1,7,1,9,0,0,2,2,1,0,14,1,2,1,7,1,4,1,1,0,2,1,0,0,1,2,0,3,3,14,1,11,10,2,1,6,18,0,0,3,2,0,1,20,0,3,1,1,1,1,5,12,1,1,7,1,8,6,1,2,1,4,0,0,15,3,25,0,0,0,0,10,1,0,2,1,1,14,1,1,0,0,2,4,0,0,1,0,15,0,4,0,24,2,0,4,0,4,2,3,1,3
